2026-04-09T16:06:05.756058Z  INFO semver_analyzer::orchestrator: Running dep repo build command command=source ~/.nvm/nvm.sh && nvm exec "20.11.0" bash -c 'export NODE_ENV=development && yarn install && npx gulp buildPatternfly' worktree=/private/tmp/semver-pipeline-v2/repos/patternfly/.semver-worktrees/v6.4.0
2026-04-09T16:06:06.856721Z  WARN semver_analyzer::orchestrator: Dep repo build failed exit_code=Some(1) stderr=error This project's package.json defines "packageManager": "yarn@4.10.3". However the current global version of Yarn is 1.22.22.

Presence of the "packageManager" field indicates that the project is meant to be used with Corepack, a tool included by default with all official Node.js distributions starting from 16.9 and 14.19.
Corepack must currently be enabled by running corepack enable in your terminal. For more information, check out https://yarnpkg.com/corepack.
2026-04-09T16:06:06.856809Z  INFO semver_analyzer::orchestrator: Created dep repo worktree for CSS extraction dep_repo=/tmp/semver-pipeline-v2/repos/patternfly dep_ref=v6.4.0 worktree=/private/tmp/semver-pipeline-v2/repos/patternfly/.semver-worktrees/v6.4.0
2026-04-09T16:06:06.877152Z  INFO semver_analyzer::orchestrator: Detected removed CSS component blocks between dep-repo versions count=8 blocks=["AppLauncher", "Chip", "ContextSelector", "Dropdown", "LogViewer", "NotificationBadge", "OptionsMenu", "Select"]
2026-04-09T16:06:06.880394Z  INFO semver_analyzer_ts::css_profile: CSS profiles extracted from dir profiles=0
2026-04-09T16:06:16.884852Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=WizardHeader changes=1
2026-04-09T16:06:16.924435Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=WizardNavItem changes=2
2026-04-09T16:06:16.947190Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=WizardToggle changes=5
2026-04-09T16:06:17.074275Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=Popper changes=1
2026-04-09T16:06:17.323459Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=SplitItem changes=4
2026-04-09T16:06:17.369011Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=StackItem changes=4
2026-04-09T16:06:17.598100Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=App changes=17
2026-04-09T16:06:17.625654Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=ActionsColumn changes=2
2026-04-09T16:06:17.696871Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=CollapseColumn changes=3
2026-04-09T16:06:17.725262Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=DraggableCell changes=1
2026-04-09T16:06:17.773264Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=EditColumn changes=2
2026-04-09T16:06:17.797018Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=EditableSelectInputCell changes=6
2026-04-09T16:06:17.820171Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=EditableTextCell changes=2
2026-04-09T16:06:17.850860Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=ExpandableRowContent changes=1
2026-04-09T16:06:17.867714Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=FavoritesCell changes=2
2026-04-09T16:06:17.971969Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=SelectColumn changes=3
2026-04-09T16:06:17.993042Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=SortColumn changes=3
2026-04-09T16:06:18.020870Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=Table changes=1
2026-04-09T16:06:18.042022Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=TableText changes=1
2026-04-09T16:06:18.135044Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=Td changes=7
2026-04-09T16:06:18.168874Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=Th changes=2
2026-04-09T16:06:18.223825Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=Tr changes=1
2026-04-09T16:06:18.284600Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=Body changes=2
2026-04-09T16:06:18.341014Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=BodyWrapper changes=2
2026-04-09T16:06:18.504116Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=MultiTypeaheadSelect changes=7
2026-04-09T16:06:18.566688Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: source-level changes detected component=TypeaheadSelect changes=2
2026-04-09T16:06:18.566769Z  INFO sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: Phase A complete: source-level diff total_changes=667
2026-04-09T16:06:18.580781Z  INFO sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: all component files in to-version count=457
2026-04-09T16:06:23.063476Z  INFO sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: to-version profiles extracted new_profiles=431
2026-04-09T16:06:23.063524Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=PageHeader
2026-04-09T16:06:23.063538Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ContextSelectorMenuList
2026-04-09T16:06:23.063551Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ApplicationLauncherText
2026-04-09T16:06:23.063561Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=OptionsMenu
2026-04-09T16:06:23.063572Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=KebabToggle
2026-04-09T16:06:23.063584Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=OptionsMenuToggleWithText
2026-04-09T16:06:23.063596Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=OptionsMenuItemGroup
2026-04-09T16:06:23.063606Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ApplicationLauncherItem
2026-04-09T16:06:23.063617Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=OptionsMenuItem
2026-04-09T16:06:23.063627Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=PageHeaderToolsItem
2026-04-09T16:06:23.063639Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=SelectToggle
2026-04-09T16:06:23.063650Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ApplicationLauncherIcon
2026-04-09T16:06:23.063661Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ContextSelectorFooter
2026-04-09T16:06:23.063671Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=Toggle
2026-04-09T16:06:23.063680Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=PageHeaderTools
2026-04-09T16:06:23.063707Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=PageHeaderToolsGroup
2026-04-09T16:06:23.063718Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=OptionsMenuSeparator
2026-04-09T16:06:23.063730Z  INFO sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: Diffing deprecated component against non-deprecated replacement component=Select deprecated_path=packages/react-core/src/deprecated/components/Select/Select.tsx replacement_path=packages/react-core/src/components/Select/Select.tsx
2026-04-09T16:06:23.063793Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: deprecated migration changes detected component=Select changes=58
2026-04-09T16:06:23.063812Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ContextSelectorToggle
2026-04-09T16:06:23.063821Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ApplicationLauncherContent
2026-04-09T16:06:23.063831Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ApplicationLauncher
2026-04-09T16:06:23.063840Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=BadgeToggle
2026-04-09T16:06:23.063850Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ContextSelector
2026-04-09T16:06:23.063859Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=DropdownToggle
2026-04-09T16:06:23.063868Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ApplicationLauncherSeparator
2026-04-09T16:06:23.063877Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=DropdownWithContext
2026-04-09T16:06:23.063887Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=InternalDropdownItem
2026-04-09T16:06:23.063896Z  INFO sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: Diffing deprecated component against non-deprecated replacement component=Dropdown deprecated_path=packages/react-core/src/deprecated/components/Dropdown/Dropdown.tsx replacement_path=packages/react-core/src/components/Dropdown/Dropdown.tsx
2026-04-09T16:06:23.063929Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: deprecated migration changes detected component=Dropdown changes=29
2026-04-09T16:06:23.063943Z  INFO sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: Diffing deprecated component against non-deprecated replacement component=DropdownItem deprecated_path=packages/react-core/src/deprecated/components/Dropdown/DropdownItem.tsx replacement_path=packages/react-core/src/components/Dropdown/DropdownItem.tsx
2026-04-09T16:06:23.063967Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: deprecated migration changes detected component=DropdownItem changes=16
2026-04-09T16:06:23.063979Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=DropdownSeparator
2026-04-09T16:06:23.063993Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=DropdownToggleCheckbox
2026-04-09T16:06:23.064002Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=DropdownToggleAction
2026-04-09T16:06:23.064011Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=OptionsMenuToggle
2026-04-09T16:06:23.064021Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ContextSelectorItem
2026-04-09T16:06:23.064031Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=SelectMenu
2026-04-09T16:06:23.064041Z  INFO sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: Diffing deprecated component against non-deprecated replacement component=SelectOption deprecated_path=packages/react-core/src/deprecated/components/Select/SelectOption.tsx replacement_path=packages/react-core/src/components/Select/SelectOption.tsx
2026-04-09T16:06:23.064069Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: deprecated migration changes detected component=SelectOption changes=42
2026-04-09T16:06:23.064085Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=ApplicationLauncherGroup
2026-04-09T16:06:23.064097Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: No non-deprecated replacement found — skipping migration diff component=DropdownMenu
2026-04-09T16:06:23.064107Z  INFO sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: Diffing deprecated component against non-deprecated replacement component=SelectGroup deprecated_path=packages/react-core/src/deprecated/components/Select/SelectGroup.tsx replacement_path=packages/react-core/src/components/Select/SelectGroup.tsx
2026-04-09T16:06:23.064131Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: deprecated migration changes detected component=SelectGroup changes=13
2026-04-09T16:06:23.064155Z  INFO sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: Diffing deprecated component against non-deprecated replacement component=DropdownGroup deprecated_path=packages/react-core/src/deprecated/components/Dropdown/DropdownGroup.tsx replacement_path=packages/react-core/src/components/Dropdown/DropdownGroup.tsx
2026-04-09T16:06:23.064178Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: deprecated migration changes detected component=DropdownGroup changes=13
2026-04-09T16:06:23.064211Z  INFO sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::sd_pipeline: Phase A.5 complete: deprecated migration diffing changes=171 components=6
2026-04-09T16:06:24.105554Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=AccordionItem consumer=AccordionContent context=AccordionItemContext
2026-04-09T16:06:24.105612Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Accordion consumer=AccordionContent context=AccordionContext
2026-04-09T16:06:24.105628Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=AccordionItem consumer=AccordionToggle context=AccordionItemContext
2026-04-09T16:06:24.105641Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Accordion consumer=AccordionToggle context=AccordionContext
2026-04-09T16:06:24.105692Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: suppressing root BEM edge — intermediate parent exists root=Accordion child=AccordionContent
2026-04-09T16:06:24.105716Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: suppressing root BEM edge — intermediate parent exists root=Accordion child=AccordionToggle
2026-04-09T16:06:24.105727Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: suppressed root→child BEM edges with intermediate parents root=Accordion suppressed=2
2026-04-09T16:06:24.105943Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Card consumer=CardExpandableContent context=CardContext
2026-04-09T16:06:24.105957Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Card consumer=CardTitle context=CardContext
2026-04-09T16:06:24.105969Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Card consumer=CardHeader context=CardContext
2026-04-09T16:06:24.107206Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: Prop-passed detection: CodeBlock accepts CodeBlockAction via prop 'actions' parent=CodeBlock child=CodeBlockAction prop=actions
2026-04-09T16:06:24.107441Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Drawer consumer=DrawerContent context=DrawerContext
2026-04-09T16:06:24.107455Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Drawer consumer=DrawerPanelContent context=DrawerContext
2026-04-09T16:06:24.107598Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=DualListSelectorListWrapper consumer=DualListSelectorListItem context=DualListSelectorListContext
2026-04-09T16:06:24.107611Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=DualListSelector consumer=DualListSelectorTree context=DualListSelectorContext
2026-04-09T16:06:24.107623Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=DualListSelector consumer=DualListSelectorListWrapper context=DualListSelectorContext
2026-04-09T16:06:24.107634Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=DualListSelectorListWrapper consumer=DualListSelectorTreeItem context=DualListSelectorListContext
2026-04-09T16:06:24.107866Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: Prop-passed detection: ExpandableSection accepts ExpandableSectionToggle via prop 'toggleContent' parent=ExpandableSection child=ExpandableSectionToggle prop=toggleContent
2026-04-09T16:06:24.107971Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: suppressing root BEM edge — intermediate parent exists root=FormSelect child=FormSelectOption
2026-04-09T16:06:24.107983Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: suppressed root→child BEM edges with intermediate parents root=FormSelect suppressed=1
2026-04-09T16:06:24.108109Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: suppressing root BEM edge — intermediate parent exists root=JumpLinks child=JumpLinksItem
2026-04-09T16:06:24.108120Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: suppressed root→child BEM edges with intermediate parents root=JumpLinks suppressed=1
2026-04-09T16:06:24.108293Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: Prop-passed detection: Login accepts LoginFooterItem via prop 'footer' parent=Login child=LoginFooterItem prop=footer
2026-04-09T16:06:24.108424Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Menu consumer=MenuContent context=MenuContext
2026-04-09T16:06:24.108441Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: skipping re-provider context nesting provider=MenuItem consumer=MenuContent context=MenuContext
2026-04-09T16:06:24.108454Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Menu consumer=MenuItem context=MenuContext
2026-04-09T16:06:24.108465Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Menu consumer=MenuList context=MenuContext
2026-04-09T16:06:24.108475Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: skipping re-provider context nesting provider=MenuItem consumer=MenuList context=MenuContext
2026-04-09T16:06:24.108485Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: context nesting inferred provider=Menu consumer=MenuItemAction context=MenuContext
2026-04-09T16:06:24.108495Z DEBUG sd_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}: semver_analyzer_ts::composition: skipping re-provider context nesting provider=MenuItem consumer=MenuItemAction context=MenuContext
